Year,ICD Code,Description,Link,Cleaned Description
2021,V01.938,"V01.938 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident"
2021,V01.938A,"V01.938A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, initial encounter"
2021,V01.938D,"V01.938D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, subsequent encounter"
2021,V01.938S,"V01.938S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, sequela"
2021,V02.03,V02.03 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident,,Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident
2021,V02.031,V02.031 Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident,,Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident
2021,V02.031A,"V02.031A Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
2021,V02.031D,"V02.031D Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
2021,V02.031S,"V02.031S Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
2021,V02.038,V02.038 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident,,Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident
2021,V02.038A,"V02.038A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
2021,V02.038D,"V02.038D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
2021,V02.038S,"V02.038S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
2021,V02.13,V02.13 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident,,Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident
2021,V02.131,V02.131 Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident,,Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident
2021,V02.131A,"V02.131A Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
2021,V02.131D,"V02.131D Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
2021,V02.131S,"V02.131S Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
2021,V02.138,V02.138 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident,,Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident
2021,V02.138A,"V02.138A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
2021,V02.138D,"V02.138D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
2021,V02.138S,"V02.138S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
2021,V02.93,"V02.93 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident",,"Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident"
2021,V02.931,"V02.931 Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident",,"Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident"
2021,V02.931A,"V02.931A Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
2021,V02.931D,"V02.931D Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
2021,V02.931S,"V02.931S Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela"
2021,V02.938,"V02.938 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident"
2021,V02.938A,"V02.938A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
2021,V02.938D,"V02.938D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
2021,V02.938S,"V02.938S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela"
2021,V03.03,"V03.03 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in nontraffic accident",,"Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in nontraffic accident"
2021,V03.031,"V03.031 Pedestrian on standing electric scooter injured in collision with car, pick-up or van in nontraffic accident",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van in nontraffic accident"
2021,V03.031A,"V03.031A Pedestrian on standing electric scooter injured in collision with car, pick-up or van in nontraffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van in nontraffic accident, initial encounter"
2021,V03.031D,"V03.031D Pedestrian on standing electric scooter injured in collision with car, pick-up or van in nontraffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van in nontraffic accident, subsequent encounter"
2021,V03.031S,"V03.031S Pedestrian on standing electric scooter injured in collision with car, pick-up or van in nontraffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van in nontraffic accident, sequela"
2021,V03.038,"V03.038 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in nontraffic accident",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in nontraffic accident"
2021,V03.038A,"V03.038A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in nontraffic accident, initial encounter"
2021,V03.038D,"V03.038D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in nontraffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in nontraffic accident, subsequent encounter"
2021,V03.038S,"V03.038S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in nontraffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in nontraffic accident, sequela"
2021,V03.13,"V03.13 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in traffic accident",,"Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in traffic accident"
2021,V03.131,"V03.131 Pedestrian on standing electric scooter injured in collision with car, pick-up or van in traffic accident",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van in traffic accident"
2021,V03.131A,"V03.131A Pedestrian on standing electric scooter injured in collision with car, pick-up or van in traffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van in traffic accident, initial encounter"
2021,V03.131D,"V03.131D Pedestrian on standing electric scooter injured in collision with car, pick-up or van in traffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van in traffic accident, subsequent encounter"
2021,V03.131S,"V03.131S Pedestrian on standing electric scooter injured in collision with car, pick-up or van in traffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van in traffic accident, sequela"
2021,V03.138,"V03.138 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in traffic accident",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in traffic accident"
2021,V03.138A,"V03.138A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in traffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in traffic accident, initial encounter"
2021,V03.138D,"V03.138D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in traffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in traffic accident, subsequent encounter"
2021,V03.138S,"V03.138S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in traffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van in traffic accident, sequela"
2021,V03.93,"V03.93 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident",,"Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident"
2021,V03.931,"V03.931 Pedestrian on standing electric scooter injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident"
2021,V03.931A,"V03.931A Pedestrian on standing electric scooter injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, initial encounter"
2021,V03.931D,"V03.931D Pedestrian on standing electric scooter injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, subsequent encounter"
2021,V03.931S,"V03.931S Pedestrian on standing electric scooter injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, sequela"
2021,V03.938,"V03.938 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident"
2021,V03.938A,"V03.938A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, initial encounter"
2021,V03.938D,"V03.938D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, subsequent encounter"
2021,V03.938S,"V03.938S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with car, pick-up or van, unspecified whether traffic or nontraffic accident, sequela"
2021,V04.03,V04.03 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident,,Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident
2021,V04.031,V04.031 Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident,,Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident
2021,V04.031A,"V04.031A Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter"
2021,V04.031D,"V04.031D Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter"
2021,V04.031S,"V04.031S Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela"
2021,V04.038,V04.038 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident,,Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident
2021,V04.038A,"V04.038A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter"
2021,V04.038D,"V04.038D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter"
2021,V04.038S,"V04.038S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela"
2021,V04.13,V04.13 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident,,Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident
2021,V04.131,V04.131 Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident,,Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident
2021,V04.131A,"V04.131A Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
2021,V04.131D,"V04.131D Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
2021,V04.131S,"V04.131S Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
2021,V04.138,V04.138 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident,,Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident
2021,V04.138A,"V04.138A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
2021,V04.138D,"V04.138D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
2021,V04.138S,"V04.138S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
2021,V04.93,"V04.93 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident",,"Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident"
2021,V04.931,"V04.931 Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident",,"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident"
2021,V04.931A,"V04.931A Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, initial encounter"
2021,V04.931D,"V04.931D Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, subsequent encounter"
2021,V04.931S,"V04.931S Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, sequela"
2021,V04.938,"V04.938 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident"
2021,V04.938A,"V04.938A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, initial encounter"
2021,V04.938D,"V04.938D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, subsequent encounter"
2021,V04.938S,"V04.938S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, sequela"
2021,V05.03,V05.03 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident,,Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident
2021,V05.031,V05.031 Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in nontraffic accident,,Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in nontraffic accident
2021,V05.031A,"V05.031A Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
2021,V05.031D,"V05.031D Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
2021,V05.031S,"V05.031S Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in nontraffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
2021,V05.038,V05.038 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident,,Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident
2021,V05.038A,"V05.038A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
2021,V05.038D,"V05.038D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
2021,V05.038S,"V05.038S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
2021,V05.13,V05.13 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident,,Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident
2021,V05.131,V05.131 Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in traffic accident,,Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in traffic accident
2021,V05.131A,"V05.131A Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in traffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
2021,V05.131D,"V05.131D Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
2021,V05.131S,"V05.131S Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in traffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in traffic accident, sequela"
2021,V05.138,V05.138 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident,,Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident
2021,V05.138A,"V05.138A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
2021,V05.138D,"V05.138D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
2021,V05.138S,"V05.138S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident, sequela"
2021,V05.93,"V05.93 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident",,"Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident"
2021,V05.931,"V05.931 Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident",,"Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident"
2021,V05.931A,"V05.931A Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
2021,V05.931D,"V05.931D Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
2021,V05.931S,"V05.931S Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, sequela"
2021,V05.938,"V05.938 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident"
2021,V05.938A,"V05.938A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
2021,V05.938D,"V05.938D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
2021,V05.938S,"V05.938S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, sequela"
2021,V06.03,V06.03 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident,,Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident
